STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
10001,1942-9-12,T,,27.22222222,21.66666667,24.44444444,0.0,,42,9,12,T,,,81.0,71.0,76.0,0.0,,,,,,,,,,,,
10001,1942-9-13,T,,27.22222222,21.66666667,24.44444444,0.0,,42,9,13,T,,,81.0,71.0,76.0,0.0,,,,,,,,,,,,
10001,1942-9-14,1.016,,27.77777778,22.77777778,25.55555556,0.0,,42,9,14,0.04,,,82.0,73.0,78.0,0.0,,,,,,,,,,,,
10001,1942-9-15,0,,27.77777778,22.77777778,25.55555556,0.0,,42,9,15,0,,,82.0,73.0,78.0,0.0,,,,,,,,,,,,
10001,1942-9-16,0,,30.0,21.66666667,25.55555556,0.0,,42,9,16,0,,,86.0,71.0,78.0,0.0,,,,,,,,,,,,
10001,1942-9-17,0,,27.77777778,22.22222222,25.0,0.0,,42,9,17,0,,,82.0,72.0,77.0,0.0,,,,,,,,,,,,
10001,1942-9-18,0,,31.11111111,21.11111111,26.11111111,0.0,,42,9,18,0,,,88.0,70.0,79.0,0.0,,,,,,,,,,,,
10001,1942-9-19,0,,34.44444444,22.22222222,28.33333333,0.0,,42,9,19,0,,,94.0,72.0,83.0,0.0,,,,,,,,,,,,
10001,1942-9-20,T,,30.55555556,21.66666667,26.11111111,0.0,,42,9,20,T,,,87.0,71.0,79.0,0.0,,,,,,,,,,,,
10001,1942-9-21,T,,29.44444444,22.22222222,26.11111111,0.0,,42,9,21,T,,,85.0,72.0,79.0,0.0,,,,,,,,,,,,
10001,1942-9-22,T,,30.55555556,22.22222222,26.66666667,0.0,,42,9,22,T,,,87.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-9-23,0.254,,26.11111111,23.33333333,25.0,0.0,,42,9,23,0.01,,,79.0,74.0,77.0,0.0,,,,,,,,,,,,
10001,1942-9-24,0,,25.55555556,22.22222222,23.88888889,0.0,,42,9,24,0,,,78.0,72.0,75.0,0.0,,,,,,,,,,,,
10001,1942-9-25,T,,30.55555556,21.66666667,26.11111111,0.0,,42,9,25,T,,,87.0,71.0,79.0,0.0,,,,,,,,,,,,
10001,1942-9-26,0,,31.66666667,22.22222222,27.22222222,0.0,,42,9,26,0,,,89.0,72.0,81.0,0.0,,,,,,,,,,,,
10001,1942-9-27,T,,31.66666667,21.11111111,26.66666667,0.0,,42,9,27,T,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
10001,1942-9-28,3.302,,32.22222222,20.55555556,26.11111111,0.0,,42,9,28,0.13,,,90.0,69.0,79.0,0.0,,,,,,,,,,,,
10001,1942-9-29,0.762,,27.77777778,22.22222222,25.0,0.0,,42,9,29,0.03,,,82.0,72.0,77.0,0.0,,,,,,,,,,,,
10001,1942-9-30,0,,29.44444444,22.22222222,26.11111111,0.0,,42,9,30,0,,,85.0,72.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-1,T,,31.11111111,23.33333333,27.22222222,0.0,,42,10,1,T,,,88.0,74.0,81.0,0.0,,,,,,,,,,,,
10001,1942-10-2,0,,31.11111111,22.77777778,27.22222222,0.0,,42,10,2,0,,,88.0,73.0,81.0,0.0,,,,,,,,,,,,
10001,1942-10-3,0,,31.11111111,22.22222222,26.66666667,0.0,,42,10,3,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-4,5.588,,27.22222222,21.11111111,23.88888889,0.0,,42,10,4,0.22,,,81.0,70.0,75.0,0.0,,,,,,,,,,,,
10001,1942-10-5,0,,31.11111111,22.22222222,26.66666667,0.0,,42,10,5,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-6,0.254,,29.44444444,22.22222222,25.55555556,0.0,,42,10,6,0.01,,,85.0,72.0,78.0,0.0,,,,,,,,,,,,
10001,1942-10-7,5.08,,29.44444444,22.77777778,26.11111111,0.0,,42,10,7,0.2,,,85.0,73.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-8,2.032,,28.88888889,20.55555556,25.0,0.0,,42,10,8,0.08,,,84.0,69.0,77.0,0.0,,,,,,,,,,,,
10001,1942-10-9,0,,31.11111111,22.22222222,26.66666667,0.0,,42,10,9,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-10,T,,30.55555556,22.22222222,26.66666667,0.0,,42,10,10,T,,,87.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-11,T,,27.77777778,21.11111111,24.44444444,0.0,,42,10,11,T,,,82.0,70.0,76.0,0.0,,,,,,,,,,,,
10001,1942-10-12,0,,30.55555556,21.11111111,25.55555556,0.0,,42,10,12,0,,,87.0,70.0,78.0,0.0,,,,,,,,,,,,
10001,1942-10-13,T,,30.0,22.77777778,26.11111111,0.0,,42,10,13,T,,,86.0,73.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-14,25.654,,27.22222222,22.22222222,24.44444444,0.0,,42,10,14,1.01,,,81.0,72.0,76.0,0.0,,,,,,,,,,,,
10001,1942-10-15,T,,30.55555556,21.11111111,25.55555556,0.0,,42,10,15,T,,,87.0,70.0,78.0,0.0,,,,,,,,,,,,
10001,1942-10-16,T,,30.55555556,22.22222222,26.11111111,0.0,,42,10,16,T,,,87.0,72.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-17,40.132,,28.88888889,21.66666667,25.55555556,0.0,,42,10,17,1.58,,,84.0,71.0,78.0,0.0,,,,,,,,,,,,
10001,1942-10-18,T,,30.0,22.22222222,26.11111111,0.0,,42,10,18,T,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-19,0.762,,30.0,21.66666667,26.11111111,0.0,,42,10,19,0.03,,,86.0,71.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-20,T,,29.44444444,22.22222222,26.11111111,0.0,,42,10,20,T,,,85.0,72.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-21,2.032,,28.88888889,22.22222222,25.55555556,0.0,,42,10,21,0.08,,,84.0,72.0,78.0,0.0,,,,,,,,,,,,
10001,1942-10-22,0,,30.0,22.22222222,25.55555556,0.0,,42,10,22,0,,,86.0,72.0,78.0,0.0,,,,,,,,,,,,
10001,1942-10-23,0,,30.55555556,22.77777778,26.66666667,0.0,,42,10,23,0,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-24,T,,30.55555556,22.22222222,26.11111111,0.0,,42,10,24,T,,,87.0,72.0,79.0,0.0,,,,,,,,,,,,
10001,1942-10-25,0,,31.11111111,22.22222222,26.66666667,0.0,,42,10,25,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-26,0,,31.11111111,22.22222222,26.66666667,0.0,,42,10,26,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-27,0,,31.66666667,22.77777778,27.22222222,0.0,,42,10,27,0,,,89.0,73.0,81.0,0.0,,,,,,,,,,,,
10001,1942-10-28,0,,31.11111111,22.22222222,26.66666667,0.0,,42,10,28,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-29,0,,32.22222222,21.11111111,26.66666667,0.0,,42,10,29,0,,,90.0,70.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-30,0.508,,31.66666667,21.66666667,26.66666667,0.0,,42,10,30,0.02,,,89.0,71.0,80.0,0.0,,,,,,,,,,,,
10001,1942-10-31,T,,30.55555556,20.55555556,25.55555556,0.0,1.0,42,10,31,T,,,87.0,69.0,78.0,0.0,,,,,,,1.0,,,,,
10001,1942-11-1,0,,31.11111111,23.33333333,27.22222222,0.0,,42,11,1,0,,,88.0,74.0,81.0,0.0,,,,,,,,,,,,
10001,1942-11-2,0,,31.66666667,22.22222222,26.66666667,0.0,,42,11,2,0,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-3,0,,31.11111111,22.22222222,26.66666667,0.0,,42,11,3,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-4,T,,30.55555556,22.77777778,26.66666667,0.0,,42,11,4,T,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-5,0,,31.66666667,22.22222222,26.66666667,0.0,,42,11,5,0,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-6,0,,32.77777778,22.22222222,27.77777778,0.0,,42,11,6,0,,,91.0,72.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-7,0,,31.66666667,23.33333333,27.77777778,0.0,,42,11,7,0,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-8,0,,31.11111111,22.77777778,26.66666667,0.0,,42,11,8,0,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-9,0,,31.66666667,22.77777778,27.22222222,0.0,,42,11,9,0,,,89.0,73.0,81.0,0.0,,,,,,,,,,,,
10001,1942-11-10,0,,32.77777778,22.77777778,27.77777778,0.0,,42,11,10,0,,,91.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-11,0,,32.22222222,23.33333333,27.77777778,0.0,,42,11,11,0,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-12,0,,32.22222222,22.77777778,27.77777778,0.0,,42,11,12,0,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-13,0,,32.22222222,22.77777778,27.77777778,0.0,,42,11,13,0,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-14,0,,32.22222222,22.77777778,27.77777778,0.0,,42,11,14,0,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-15,0,,32.22222222,22.77777778,27.77777778,0.0,,42,11,15,0,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-16,T,,32.22222222,22.77777778,27.77777778,0.0,,42,11,16,T,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-17,0,,32.77777778,23.33333333,27.77777778,0.0,,42,11,17,0,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-18,0,,31.66666667,23.33333333,27.77777778,0.0,,42,11,18,0,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-19,0,,31.66666667,22.77777778,27.22222222,0.0,,42,11,19,0,,,89.0,73.0,81.0,0.0,,,,,,,,,,,,
10001,1942-11-20,0,,31.66666667,23.33333333,27.77777778,0.0,,42,11,20,0,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-21,T,,32.22222222,22.77777778,27.77777778,0.0,,42,11,21,T,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-22,0,,31.66666667,21.11111111,26.66666667,0.0,,42,11,22,0,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-23,0,,32.77777778,23.33333333,27.77777778,0.0,,42,11,23,0,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-24,0,,32.22222222,23.33333333,27.77777778,0.0,,42,11,24,0,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-25,0,,33.33333333,23.33333333,28.33333333,0.0,,42,11,25,0,,,92.0,74.0,83.0,0.0,,,,,,,,,,,,
10001,1942-11-26,0,,32.22222222,22.22222222,27.22222222,0.0,,42,11,26,0,,,90.0,72.0,81.0,0.0,,,,,,,,,,,,
10001,1942-11-27,19.05,,32.77777778,21.66666667,27.22222222,0.0,,42,11,27,0.75,,,91.0,71.0,81.0,0.0,,,,,,,,,,,,
10001,1942-11-28,0,,31.11111111,21.66666667,26.66666667,0.0,,42,11,28,0,,,88.0,71.0,80.0,0.0,,,,,,,,,,,,
10001,1942-11-29,0,,32.22222222,22.77777778,27.77777778,0.0,,42,11,29,0,,,90.0,73.0,82.0,0.0,,,,,,,,,,,,
10001,1942-11-30,T,,32.77777778,23.33333333,27.77777778,0.0,,42,11,30,T,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-12-1,0,,32.22222222,22.22222222,27.22222222,0.0,,42,12,1,0,,,90.0,72.0,81.0,0.0,,,,,,,,,,,,
10001,1942-12-2,0,,32.77777778,23.33333333,27.77777778,0.0,,42,12,2,0,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
10001,1942-12-3,23.876,,31.66666667,19.44444444,25.55555556,0.0,,42,12,3,0.94,,,89.0,67.0,78.0,0.0,,,,,,,,,,,,
10001,1942-12-4,0,,31.11111111,22.22222222,26.66666667,0.0,,42,12,4,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-5,0,,31.66666667,22.22222222,26.66666667,0.0,,42,12,5,0,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-6,0,,31.66666667,22.22222222,26.66666667,0.0,,42,12,6,0,,,89.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-7,0,,31.11111111,21.66666667,26.66666667,0.0,,42,12,7,0,,,88.0,71.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-8,0,,32.22222222,22.22222222,27.22222222,0.0,,42,12,8,0,,,90.0,72.0,81.0,0.0,,,,,,,,,,,,
10001,1942-12-9,0,,32.77777778,23.88888889,28.33333333,0.0,,42,12,9,0,,,91.0,75.0,83.0,0.0,,,,,,,,,,,,
10001,1942-12-10,4.064,,32.77777778,20.0,26.66666667,0.0,,42,12,10,0.16,,,91.0,68.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-11,0,,29.44444444,20.0,24.44444444,0.0,,42,12,11,0,,,85.0,68.0,76.0,0.0,,,,,,,,,,,,
10001,1942-12-12,0,,26.66666667,19.44444444,23.33333333,0.0,,42,12,12,0,,,80.0,67.0,74.0,0.0,,,,,,,,,,,,
10001,1942-12-13,0,,30.55555556,20.55555556,25.55555556,0.0,,42,12,13,0,,,87.0,69.0,78.0,0.0,,,,,,,,,,,,
10001,1942-12-14,0,,31.11111111,22.77777778,26.66666667,0.0,,42,12,14,0,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-15,2.54,,31.11111111,22.22222222,26.66666667,0.0,,42,12,15,0.1,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-16,0,,30.55555556,22.22222222,26.66666667,0.0,,42,12,16,0,,,87.0,72.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-17,0,,31.11111111,22.77777778,26.66666667,0.0,,42,12,17,0,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-18,0,,30.55555556,22.77777778,26.66666667,0.0,,42,12,18,0,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-19,0,,31.11111111,21.66666667,26.66666667,0.0,,42,12,19,0,,,88.0,71.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-20,0,,31.11111111,22.77777778,26.66666667,0.0,,42,12,20,0,,,88.0,73.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-21,0.508,,33.88888889,18.88888889,26.66666667,0.0,,42,12,21,0.02,,,93.0,66.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-22,0,,31.11111111,18.88888889,25.0,0.0,,42,12,22,0,,,88.0,66.0,77.0,0.0,,,,,,,,,,,,
10001,1942-12-23,0,,32.22222222,21.66666667,26.66666667,0.0,,42,12,23,0,,,90.0,71.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-24,0,,32.22222222,22.22222222,27.22222222,0.0,,42,12,24,0,,,90.0,72.0,81.0,0.0,,,,,,,,,,,,
10001,1942-12-25,0,,32.22222222,18.88888889,25.55555556,0.0,,42,12,25,0,,,90.0,66.0,78.0,0.0,,,,,,,,,,,,
10001,1942-12-26,0,,32.22222222,21.11111111,26.66666667,0.0,,42,12,26,0,,,90.0,70.0,80.0,0.0,,,,,,,,,,,,
10001,1942-12-27,0,,32.77777778,17.22222222,25.0,0.0,,42,12,27,0,,,91.0,63.0,77.0,0.0,,,,,,,,,,,,
10001,1942-12-28,0,,30.55555556,16.11111111,23.33333333,0.0,,42,12,28,0,,,87.0,61.0,74.0,0.0,,,,,,,,,,,,
10001,1942-12-29,0,,32.22222222,16.66666667,24.44444444,0.0,,42,12,29,0,,,90.0,62.0,76.0,0.0,,,,,,,,,,,,
10001,1942-12-30,0,,32.22222222,18.33333333,25.55555556,0.0,,42,12,30,0,,,90.0,65.0,78.0,0.0,,,,,,,,,,,,
10001,1942-12-31,0,,31.11111111,22.22222222,26.66666667,0.0,,42,12,31,0,,,88.0,72.0,80.0,0.0,,,,,,,,,,,,
